eid,oid,time,lng,lat
1484ea7a-96fd-48ce-bc38-052df9a29c50,ddfed04d-4458-4a72-8e06-4b13568bf3fe,2014-07-23T06:42:01Z,101.0431,2.8175
1484ea7a-96fd-48ce-bc38-052df9a29c50,9d63828d-ed77-4355-9e82-fdb378fb7789,2014-07-23T06:42:51Z,101.0402,2.8183
1484ea7a-96fd-48ce-bc38-052df9a29c50,4218c7f9-2007-46ee-9f74-fb4dd22fc985,2014-07-23T06:43:21Z,101.0385,2.8188
1484ea7a-96fd-48ce-bc38-052df9a29c50,86cdbd7f-07aa-4f81-b899-3e7d7331ce48,2014-07-23T06:46:51Z,101.0267,2.8222
1484ea7a-96fd-48ce-bc38-052df9a29c50,e470b15c-d867-4915-9d88-32b24efd1e80,2014-07-23T06:47:11Z,101.0256,2.8225
1484ea7a-96fd-48ce-bc38-052df9a29c50,24175720-66e8-4484-b2c7-ebfc668ba395,2014-07-23T06:50:50Z,101.0135,2.8259
1484ea7a-96fd-48ce-bc38-052df9a29c50,3ef7ef35-49d9-4b70-9039-672f75a6d246,2014-07-23T06:51:50Z,101.0104,2.8271
1484ea7a-96fd-48ce-bc38-052df9a29c50,222b9722-14d7-4fdd-9593-a24e6b0b2b6f,2014-07-23T06:53:00Z,101.0069,2.8288
1484ea7a-96fd-48ce-bc38-052df9a29c50,e15924cb-15e5-4a5c-82f9-d3ceaa090d8e,2014-07-23T06:55:41Z,101,2.834
1484ea7a-96fd-48ce-bc38-052df9a29c50,c342469f-659f-413d-a1df-751e57fc7346,2014-07-23T06:55:50Z,100.9997,2.8343
1484ea7a-96fd-48ce-bc38-052df9a29c50,aee75532-22db-4436-bf65-616c81910b98,2014-07-23T06:57:30Z,100.9954,2.8377
1484ea7a-96fd-48ce-bc38-052df9a29c50,c2d0058e-88e0-4136-b2e7-b7897d99061b,2014-07-23T06:59:11Z,100.991,2.8411
1484ea7a-96fd-48ce-bc38-052df9a29c50,dc98f605-1359-43cc-99b8-647fb75bc5c7,2014-07-23T07:04:11Z,100.978,2.8509
1484ea7a-96fd-48ce-bc38-052df9a29c50,d1597f83-0bb8-498f-8f67-b7e624fb0740,2014-07-23T07:04:21Z,100.9775,2.8513
1484ea7a-96fd-48ce-bc38-052df9a29c50,63fda3d8-a82b-427a-90f9-8898910638de,2014-07-23T07:08:00Z,100.9672,2.8574
1484ea7a-96fd-48ce-bc38-052df9a29c50,623205be-69ae-4c7c-89f3-359e67740eec,2014-07-23T07:09:42Z,100.9624,2.8601
1484ea7a-96fd-48ce-bc38-052df9a29c50,d572ebcf-3c58-4b0b-9ecd-66c4e44aae62,2014-07-23T07:14:01Z,100.9521,2.8697
1484ea7a-96fd-48ce-bc38-052df9a29c50,103ea741-353e-47ca-b6c8-153b81c2cc94,2014-07-23T07:14:40Z,100.9508,2.8714
1484ea7a-96fd-48ce-bc38-052df9a29c50,04a73f4d-6977-486c-bd2c-de6fe133f052,2014-07-23T07:19:01Z,100.9419,2.8826
1484ea7a-96fd-48ce-bc38-052df9a29c50,4739450b-b425-4c27-90da-7f39f6925c20,2014-07-23T07:20:02Z,100.9396,2.885
1484ea7a-96fd-48ce-bc38-052df9a29c50,d075e4e2-dd3f-4ecf-8066-06967e4be2de,2014-07-23T07:20:20Z,100.9389,2.8857
1484ea7a-96fd-48ce-bc38-052df9a29c50,c801230d-606b-4e07-92c9-2b8bca9d7352,2014-07-23T07:30:22Z,100.915,2.9097
1484ea7a-96fd-48ce-bc38-052df9a29c50,670aac51-e74b-4a6b-b8fd-e116b85b6a60,2014-07-23T07:30:42Z,100.9141,2.9105
1484ea7a-96fd-48ce-bc38-052df9a29c50,a92288c5-c976-418d-9fee-fe47f43cf4ad,2014-07-23T07:32:41Z,100.9092,2.9153
1484ea7a-96fd-48ce-bc38-052df9a29c50,d4c766e6-53c5-4961-a46c-57724b2416c3,2014-07-23T07:35:00Z,100.9037,2.9207
1484ea7a-96fd-48ce-bc38-052df9a29c50,5e31c094-07ce-48b7-9044-4cd91eb21e22,2014-07-23T07:35:22Z,100.9028,2.9216
1484ea7a-96fd-48ce-bc38-052df9a29c50,3fbaeb07-522c-4dd1-97e7-797582fe8135,2014-07-23T07:39:31Z,100.8928,2.9313
1484ea7a-96fd-48ce-bc38-052df9a29c50,e5613db4-2cc7-48f3-a214-0896ec0e2a4e,2014-07-23T07:40:00Z,100.8918,2.9324
1484ea7a-96fd-48ce-bc38-052df9a29c50,450fb15f-d9da-4f85-8b29-8a12d02f2dcf,2014-07-23T07:40:31Z,100.8905,2.9336
1484ea7a-96fd-48ce-bc38-052df9a29c50,21e9c52b-5ace-4ffd-887a-0d4fcfbe8b59,2014-07-23T07:40:40Z,100.8901,2.934
1484ea7a-96fd-48ce-bc38-052df9a29c50,929921c8-f3e9-41cb-8654-b3caf2806054,2014-07-23T07:41:29Z,100.8881,2.9359
1484ea7a-96fd-48ce-bc38-052df9a29c50,920e4671-5d6a-4f09-83ae-b831d3e9f62b,2014-07-23T07:42:10Z,100.8865,2.9375
1484ea7a-96fd-48ce-bc38-052df9a29c50,ebd54c95-0c23-4501-b8bf-b02a586e4f20,2014-07-23T07:43:24Z,100.8836,2.9403
1484ea7a-96fd-48ce-bc38-052df9a29c50,16d28456-72e9-432c-b8cc-39c27d0aed76,2014-07-23T07:46:51Z,100.8752,2.9485
1484ea7a-96fd-48ce-bc38-052df9a29c50,ab4a2368-bcac-415f-9ee8-f65511b78b65,2014-07-23T07:47:22Z,100.874,2.9497
1484ea7a-96fd-48ce-bc38-052df9a29c50,176865ed-c744-41ec-b594-45e036951e36,2014-07-23T07:49:10Z,100.8696,2.9539
1484ea7a-96fd-48ce-bc38-052df9a29c50,c560ee93-a411-436e-87ed-4e8eb8b19b4c,2014-07-23T07:50:14Z,100.8673,2.9563
1484ea7a-96fd-48ce-bc38-052df9a29c50,d73e57a9-40bc-423d-b42b-62065e7d65f4,2014-07-23T07:52:00Z,100.8632,2.9608
1484ea7a-96fd-48ce-bc38-052df9a29c50,c64eb597-d000-42e2-a279-5f18bc2a4296,2014-07-23T07:53:11Z,100.8606,2.9637
1484ea7a-96fd-48ce-bc38-052df9a29c50,fabcef13-ff04-4f3a-adfa-4625da207b36,2014-07-23T07:54:50Z,100.8568,2.9678
1484ea7a-96fd-48ce-bc38-052df9a29c50,2054d786-5f8e-42fc-8d7a-fd5eac5c1e99,2014-07-23T07:55:00Z,100.8564,2.9682
1484ea7a-96fd-48ce-bc38-052df9a29c50,c96cdcbd-60a1-4b35-9ebf-f27c7374639f,2014-07-23T07:55:10Z,100.8561,2.9686
1484ea7a-96fd-48ce-bc38-052df9a29c50,18eaa9c1-1521-46e9-a33f-7346bb7b2b89,2014-07-23T07:55:40Z,100.8549,2.9698
1484ea7a-96fd-48ce-bc38-052df9a29c50,869d981b-f40e-43a8-b11f-35532ce1b3ff,2014-07-23T07:56:21Z,100.8534,2.9715
1484ea7a-96fd-48ce-bc38-052df9a29c50,a8cc2dec-3df2-478c-a8fb-fa84e476f21d,2014-07-23T08:00:43Z,100.8437,2.9821
1484ea7a-96fd-48ce-bc38-052df9a29c50,459a180e-1364-4ea0-a989-c5e1a421d3eb,2014-07-23T08:01:21Z,100.8422,2.9837
1484ea7a-96fd-48ce-bc38-052df9a29c50,0574067b-5197-43c0-8248-1ce31d821d22,2014-07-23T08:04:10Z,100.836,2.9905
1484ea7a-96fd-48ce-bc38-052df9a29c50,f41e4216-5c6e-489c-9c67-8d033c2d0d2e,2014-07-23T08:06:21Z,100.8311,2.9958
1484ea7a-96fd-48ce-bc38-052df9a29c50,77adcd04-2fef-4b97-9bd7-19a1a904f4df,2014-07-23T08:10:41Z,100.8211,3.0056
1484ea7a-96fd-48ce-bc38-052df9a29c50,f4e45d3a-5c25-4cc4-8e7d-b839597bb2b5,2014-07-23T08:16:51Z,100.8045,3.0177
1484ea7a-96fd-48ce-bc38-052df9a29c50,b7455764-31c2-4cdc-a055-b770464ba39c,2014-07-23T08:19:31Z,100.797,3.0232
1484ea7a-96fd-48ce-bc38-052df9a29c50,9f19b5fc-53a5-4cae-9c76-c8cdd2420e2d,2014-07-23T08:20:31Z,100.7941,3.0253
1484ea7a-96fd-48ce-bc38-052df9a29c50,78daa554-ed5e-4810-adc7-73b4d8307db3,2014-07-23T08:20:41Z,100.7937,3.0256
1484ea7a-96fd-48ce-bc38-052df9a29c50,6ebaf777-1d52-4ee3-8312-aaf8f1b9a529,2014-07-23T08:23:01Z,100.787,3.0305
1484ea7a-96fd-48ce-bc38-052df9a29c50,5164c271-a542-46a5-b707-810a3164ee95,2014-07-23T08:23:11Z,100.7865,3.0308
1484ea7a-96fd-48ce-bc38-052df9a29c50,0560e0b0-911f-43f4-aea7-805403e3c7d1,2014-07-23T08:23:50Z,100.7845,3.0322
1484ea7a-96fd-48ce-bc38-052df9a29c50,f9458ffa-3b63-4c14-b6ed-ae84f091d7c8,2014-07-23T08:25:41Z,100.7791,3.036
1484ea7a-96fd-48ce-bc38-052df9a29c50,906ca82e-cd9d-40fd-90be-0c5189d84948,2014-07-23T08:29:11Z,100.7687,3.0433
1484ea7a-96fd-48ce-bc38-052df9a29c50,e5176124-31ec-4c7a-969a-665bc8595573,2014-07-23T08:29:21Z,100.7681,3.0438
1484ea7a-96fd-48ce-bc38-052df9a29c50,2dee7e90-1e75-4f78-9530-34da104dd201,2014-07-23T08:29:41Z,100.7672,3.0445
1484ea7a-96fd-48ce-bc38-052df9a29c50,0ca002c0-af49-42b3-8ac6-9f257820441b,2014-07-23T08:30:13Z,100.7657,3.0456
1484ea7a-96fd-48ce-bc38-052df9a29c50,e95ca619-d808-42f0-8c1f-10c5bb22d525,2014-07-23T08:32:10Z,100.7598,3.05
1484ea7a-96fd-48ce-bc38-052df9a29c50,d77e398c-5a95-4b31-93f0-1cefc0c59590,2014-07-23T08:33:00Z,100.7574,3.0518
1484ea7a-96fd-48ce-bc38-052df9a29c50,6b1c25fb-551f-4417-acfe-0cd0bcba1762,2014-07-23T08:33:10Z,100.7569,3.0522
1484ea7a-96fd-48ce-bc38-052df9a29c50,fc77d619-ac71-4889-975d-cce6d4d18aae,2014-07-23T08:33:31Z,100.7558,3.053
1484ea7a-96fd-48ce-bc38-052df9a29c50,841fef74-1b08-4234-ad76-af50d1c37b51,2014-07-23T08:38:41Z,100.741,3.0649
1484ea7a-96fd-48ce-bc38-052df9a29c50,62524abc-13ce-4974-be3b-b5e7f963dca1,2014-07-23T08:39:00Z,100.7401,3.0658
1484ea7a-96fd-48ce-bc38-052df9a29c50,293c1b32-6d15-421a-ac82-3189a0809a71,2014-07-23T08:40:12Z,100.7368,3.0687
1484ea7a-96fd-48ce-bc38-052df9a29c50,038130a3-22b2-4ffa-9455-4497ff7eaff0,2014-07-23T08:41:11Z,100.7341,3.0712
1484ea7a-96fd-48ce-bc38-052df9a29c50,27335d8b-4f40-41a2-b9be-ce5c9aeff6d9,2014-07-23T08:41:50Z,100.7322,3.0729
1484ea7a-96fd-48ce-bc38-052df9a29c50,e67b27cc-29f1-48d4-88a0-82f10497502b,2014-07-23T08:46:01Z,100.7205,3.0833
1484ea7a-96fd-48ce-bc38-052df9a29c50,4a9b4454-6f74-4b7f-8410-a3e475d7a21c,2014-07-23T08:53:10Z,100.7008,3.101
1484ea7a-96fd-48ce-bc38-052df9a29c50,856ed404-6254-4e8d-a24f-22889af4d04e,2014-07-23T08:54:31Z,100.6971,3.1042
14a9b207-d900-4639-9f71-41d932620b31,69ec96e6-2ee8-44ab-bdca-834e226fd91e,2014-07-23T08:30:54Z,100.7152,3.054
14b07285-9c51-4725-adf6-70ad1e61be9d,7c61b307-8f71-4bc3-bba3-e853002e6134,2014-07-23T07:29:56Z,100.4463,3.6575
14d9c76d-a040-4435-8e81-e19d9a7bf055,137d5e59-cd05-4e99-b654-c4b80e67be4c,2014-07-23T08:42:17Z,100.233,3.5709
152b2879-70bd-4164-9fa6-9a581f8d64df,006524b2-9082-4201-b523-6acd06d7d086,2014-07-23T06:56:44Z,100.487,3.2581
152dd9c0-218a-471d-9962-324c938f56aa,3a311de0-8cb8-4fc5-86c1-1f33811f93f0,2014-07-23T05:34:28Z,100.0882,3.6134
153b62c2-5c2b-4c40-8243-af0812793676,41d06543-1deb-4fcc-8b0b-020b1524a803,2014-07-23T08:08:59Z,100.2975,3.2973
1559f89f-bf3a-437d-b8b0-28ee49565a2f,00efda74-7d4f-4bbd-8596-e51c43e2ec51,2014-07-23T07:39:55Z,100.7774,3.0059
155d5849-6bd9-4bda-8d88-be281f1ac59a,058e42d6-82a1-48a4-aa9b-983fa582cd19,2014-07-23T08:14:16Z,100.6067,3.3254
15708f66-96b2-45e0-b311-416e7669369e,0e6d87c4-17d0-48e7-9551-6917f0caf8c3,2014-07-23T08:52:19Z,100.3004,3.4589
15c6d6bf-7b33-41b6-b98c-f42baecf122e,915e4859-d7d0-4bfc-90ed-3149140c4097,2014-07-23T08:10:17Z,100.094,3.6359
15d5402e-ffd1-4551-8c6c-289a1a89f8a3,5e4a63f6-2132-4478-a2d2-9d1976b95ac0,2014-07-23T08:03:04Z,100.78,3.058
15d8c6b0-6738-48e8-a859-2cfc9a2461d0,2404167e-c45c-4f8a-9e8c-288c7c23221c,2014-07-23T06:27:36Z,100.5319,3.4875
15f9464e-90c8-4c9e-9e9a-b7bfc1727299,c13a1a49-6958-4b31-8929-9b9c3bd48902,2014-07-23T07:27:28Z,100.5536,3.6131
16065e76-d925-4227-b372-f22019071a37,d926089b-cc93-4ce2-90c9-84e371daa779,2014-07-23T08:21:38Z,100.7994,3.2425
16bc0170-9086-455c-b004-bac635b2416b,e57c9508-ffa0-4352-9084-3f85d6fdac7e,2014-07-23T08:20:03Z,100.9512,2.8487
17190be0-436f-4292-b682-89d09c39e900,121efeed-a09c-4442-944b-fb5504761442,2014-07-23T05:45:33Z,100.981,2.7945
173bde43-92e8-4039-8f9c-6a17c1f8b0ef,5fe2768c-cb0e-45dd-8d22-41e799d47a8e,2014-07-23T08:42:30Z,100.1908,3.6701
176a6079-76a0-4aa7-bcb2-dfa8870891a5,585c6fba-9a28-4beb-8285-df1b8d728c32,2014-07-23T08:28:28Z,100.0873,3.6919
17cbac79-b656-4d8e-aadb-7eeb290e142a,6865f415-0065-4fc1-b910-007de57ff6c3,2014-07-23T08:17:51Z,100.6364,3.1741
17d4b87d-06fe-4023-85b0-e1b5b34018f8,e2df6c65-b455-4191-80f4-016014c09b47,2014-07-23T08:37:41Z,100.2167,3.5497
1808c7c0-7de8-4744-b9ab-1fd5d83c6b9c,c871ace6-865d-4cfc-8b5d-e7e9ede6e5fb,2014-07-23T05:11:35Z,100.9742,2.7821
183ae3b0-1d36-4d57-bfb9-746d916f2e74,f5f1b1c4-9fa6-4d6b-ae6d-e9cb2c3ecc32,2014-07-23T08:44:00Z,100.7261,3.0783
185e80e0-b4bf-4e72-9a86-0143c2d12c2d,266df78e-8263-4fa5-a88b-f26fc79cf457,2014-07-23T07:53:32Z,100.1662,3.7359
189e5f14-9c27-44c5-bde5-1cb4f9c7019b,0023e3dc-f0ca-4aac-8c1d-e55b535ca22d,2014-07-23T06:29:11Z,100.6798,3.1223
18af20b0-f44f-4881-bcdc-ae65e3552bc2,2c6d8661-18a6-486a-b780-84aa7d6d7605,2014-07-23T08:03:16Z,100.9743,2.8531
18c98460-6be2-4da7-81e2-d2b995161305,568a6791-8d6e-4e28-b268-9c78fc74b990,2014-07-23T05:34:16Z,99.8765,3.69
19288494-afd8-448b-9ef8-076d1d140952,41782c24-7bc9-47a1-8b1b-108e0ead58da,2014-07-23T08:42:56Z,100.051,3.7251
194f89c0-db3f-4e5c-a589-801b7ba225d8,2b0833c5-f626-494a-93b2-949bdd158f2b,2014-07-23T05:11:33Z,100.3254,3.4275
1957588a-359c-4b6b-86f8-ff9f9f9a7825,5f70e7d0-4f2e-4f48-acaa-276a16e9dd62,2014-07-23T08:03:25Z,100.8478,2.9402
1a20a10d-8b28-4d26-8c73-15ffd8adfae0,91dc7119-47de-4600-94f1-77e270216b34,2014-07-23T07:06:05Z,100.4868,3.5952
1ab60e21-4b01-4f66-a287-9589ac4fe735,c5a72c38-b430-42b0-96bc-127673480eb2,2014-07-23T07:27:48Z,100.5538,3.6122
1ac4c17e-eedf-4444-8f3f-d64a353b5f4a,9aadbfc3-c4d6-4378-96c6-f1377022fdea,2014-07-23T08:34:34Z,100.5602,3.3995
1ac53588-8e64-4cc8-8966-07eaef45e101,5b369322-dc90-4e14-a4f5-a6b34e0303b3,2014-07-23T07:36:46Z,100.693,3.1917
1ad4a7dd-4bfc-4a5f-8a83-746ca4ecb7d8,8a82d408-25a8-4686-9b5a-7b153820ddcb,2014-07-23T08:16:03Z,100.8189,3.0093
1afebb5a-4fae-47c3-8b91-6ec1a0a8f88f,8f925c0b-b099-4290-99bd-e67a0a942965,2014-07-23T06:08:05Z,100.49,3.3845
1b1c5185-401c-4ae1-9756-2aa09fa98ff8,c145c364-36d4-4961-a195-788c6fe4469d,2014-07-23T08:08:44Z,100.6628,3.1019
1b860466-9683-439a-a4ef-d4bc09b886c0,7a80bb13-ddfc-407b-9ca0-9bf9c9b56d5b,2014-07-23T08:15:38Z,100.5818,3.4862
1be60921-96a4-402a-a658-319dd27112e1,4906eaa5-10e4-4896-8226-c8fb0b449266,2014-07-23T08:30:39Z,100.3949,3.4134
1bf059f5-b725-40eb-93c1-cf679dfcf5e1,bd382fc4-6c2d-4a0d-a427-e875b1464274,2014-07-23T06:48:40Z,100.9245,2.875
1c40097a-0986-4e61-8411-dc28da55bdc3,61eb16ed-5f22-4db0-acae-ae8bb1960fbb,2014-07-23T05:54:38Z,100.8068,3.0231
1cde1e4f-3e3c-42d4-a3c2-75b488b77993,0e2520c4-be0d-4f1e-8bef-db9b55e865f1,2014-07-23T07:02:11Z,100.5597,3.2273
1cece4f7-6a73-4fc3-9249-b7da76512480,245060e5-a87d-4589-ab86-e3914b2e2d93,2014-07-23T05:50:29Z,100.775,2.8929
1d0232e3-853f-4acd-9aed-8b50b1fe9108,bb157aeb-59e9-4683-b01f-133773882836,2014-07-23T06:53:31Z,100.4599,3.3741
1d3f0c09-b7ae-45b7-9784-3b90a1261e63,ac76670e-62e7-4309-9f10-c967fccc7a5c,2014-07-23T08:02:21Z,100.4782,3.336
1d4510f2-ed74-4194-9b3a-07bb60a20cd7,e2172cd6-6215-4c63-a3c1-53d9a57d7a50,2014-07-23T08:42:50Z,100.8545,2.8478
1d559139-4526-4657-901c-219a65f3dae6,f72ee087-b57c-4f6b-85bf-18cfe6bcdfa7,2014-07-23T06:48:22Z,100.8067,3.0297
1d88dfad-e2d9-4ecf-beef-bb01dbf73553,0e86f89b-f4c2-4662-8f8e-0cd474883bbd,2014-07-23T08:21:40Z,100.5895,3.3525
1dc3eea9-1a99-4845-b7ea-2431bc5ffa45,49db802b-c36a-4022-9514-5484969fd86d,2014-07-23T05:34:13Z,100.5059,3.6096
1e0a793a-8ac6-4e9d-9494-d96ece73df8a,7e25bbb1-4dd3-4618-bebf-8b5ae08c9114,2014-07-23T05:53:38Z,100.1746,3.5618
1e6dad32-8944-4d93-9cd0-cf5072d6469d,f24a5bb8-1838-420d-8ebe-ad35d6d2bea0,2014-07-23T06:13:01Z,100.8392,2.986
1e824741-0587-4763-b8a7-a5519f0c3e64,14b52bee-b399-4274-88bc-3b3b2e548207,2014-07-23T06:53:31Z,101.0581,2.7654
1e86cf90-1b1b-497e-a9b8-eb19f924327f,f2c05fa1-8501-4b4f-8e1f-354bb4e7a558,2014-07-23T08:51:57Z,100.7942,3.2716
1e958388-a12a-4750-86a5-0ef42f56c938,bfa906fc-ae96-4809-bb9e-36070c5a0a8c,2014-07-23T05:34:01Z,100.3328,3.4138
1f253f9e-5dfa-41c9-b605-10571d7f17ce,a631dc28-1c7f-4256-8eb5-818efd8a7b4a,2014-07-23T05:45:35Z,101.0094,3.3635
1f2a136a-53ba-49e1-9383-65d49a227c5f,7b98ddc1-fcfa-4553-b0e7-067b4b6de378,2014-07-23T08:25:11Z,100.2617,3.5058
1f2fe76b-0edb-44fd-881d-edbb9371ddd1,dea2ada5-5868-48a3-acd2-7043d97cdabd,2014-07-23T08:45:22Z,100.1598,3.6863
1f38ee34-0230-4aff-9bbf-a60a0e8348a6,17442dc6-90f0-4161-a36a-810e9cffa9b4,2014-07-23T08:32:01Z,100.6115,3.198
1f5a033e-3f2e-4fea-aac6-e2553a89d4e3,cdb88f76-9e74-40b1-93aa-7fe6ec97e447,2014-07-23T08:27:49Z,100.9219,2.8734
1f602a72-b015-4829-ac88-69605adbb2f4,36836bdf-4203-4fea-b38d-efde74a70072,2014-07-23T08:46:42Z,100.9761,2.8167
1f970cca-67dd-46f1-93c5-db629e4ce109,647e6c10-974e-4807-b3e7-029de425b3b9,2014-07-23T08:17:54Z,100.9226,2.8809
1fa158dc-5259-4325-8498-1f2b0ae68ce5,6075dd81-40be-4776-ab10-228ca608d645,2014-07-23T07:15:53Z,100.5052,3.2654
1fc262b8-de2f-4b01-9d1a-bf396fe468f4,f27608c3-cc54-4588-b22f-8234eaf40912,2014-07-23T06:10:39Z,100.9124,2.8773
2017cab0-a19d-4087-b203-2e4a6190d774,784b6f39-9c89-4652-8d8d-94f73fb64ea0,2014-07-23T08:28:17Z,100.2506,3.5166
201fe6fc-c01c-411f-8abc-79e400cc00ac,a86568a9-c733-4974-8e5d-57076d46c096,2014-07-23T08:44:50Z,100.6193,3.053
203a3732-d468-47cd-bf0f-531a73e375f3,710c50ec-c355-44fc-a6bc-8bcae2dda0d3,2014-07-23T07:32:23Z,100.8436,2.9904
203f9a2b-f619-4fc7-8c8c-d53ce748122f,1124b6f2-79f1-4097-9fa0-dcb22ae782d0,2014-07-23T08:14:22Z,100.6425,3.1684
20580fbb-3d6b-4785-9242-571f018b5a53,894bff78-6f49-47e3-bef4-e17030308f1f,2014-07-23T08:47:07Z,100.4138,3.6158
20c36e56-5c80-4f54-8bb7-a70a6e04d0bb,84567501-b462-485c-a077-e7cc9e01aefa,2014-07-23T07:32:12Z,100.9938,2.8022
20c4b4ba-c87d-498a-865e-8fac4e096a8b,f214f28a-4c57-483b-a228-2bea0548a5f5,2014-07-23T06:33:07Z,100.8014,2.9789
20ccb9f1-a293-4789-8126-1ad4fde1a542,45785eb4-66db-409a-8eff-f8ef9a7f8268,2014-07-23T07:15:45Z,100.2361,3.3616
20dfc249-dd91-4107-9dcf-08dd7cc2ccfd,3b094a84-c880-480c-9d99-782701c51a15,2014-07-23T07:55:56Z,100.632,3.1302
20f7afa8-ee32-4964-b013-64c3dc31a8f9,a4dcd4e0-2e01-46e6-9577-89ffc26b0391,2014-07-23T08:02:02Z,100.7103,3.105
211c5bd5-958a-4510-844c-debf21871b19,71064fbf-8e1c-43db-8055-d83678f5df0b,2014-07-23T08:42:34Z,100.4103,3.2287
21258f95-3205-4a8d-83c9-462159d61227,e656cdcf-e079-493f-b09c-d3382c60ff1d,2014-07-23T08:12:57Z,100.3438,3.5712
2140efde-53a1-4974-95a1-400c109254c5,5e41a376-bca1-4e66-8031-1490935ba202,2014-07-23T08:03:33Z,100.5306,3.7517
21720c58-1976-467f-a0f6-5b4900fe31cd,fee57059-c144-4d8b-a835-d6cdf1e49166,2014-07-23T07:27:46Z,100.6553,3.6432
217c5c12-018b-4499-b7d1-67341a36d739,b3e68673-8a91-4ed1-9951-97e85fc56ee9,2014-07-23T07:05:13Z,100.2443,3.3956
219fa187-df1d-4aeb-b7ba-ee55566ec82e,7d0c284d-2824-44a1-b995-fd6490e27516,2014-07-23T05:17:04Z,101.0612,2.743
21f0a051-10b3-4735-b743-9eab7385014d,afc309b0-b9f4-4e19-88e2-6314f6a1f93e,2014-07-23T05:11:38Z,100.9349,2.8527
22699994-611b-41a7-90b8-894f9f1b2c2d,9bb7edaa-9303-4e4f-86d9-aef5189fb12a,2014-07-23T06:33:46Z,100.0382,3.6966
22936842-cd7a-4362-8365-2bc3f9d29d7b,006d1860-4bf9-4f72-8747-9e42ee8f5792,2014-07-23T06:47:08Z,100.6548,3.0879
22998e46-ac2b-45cc-82e6-e0768e9d3533,86310c55-6e8f-458b-bf8e-9bcedb8b913c,2014-07-23T08:22:42Z,100.097,3.5728
229d6dba-7050-40fb-9d51-ab2b2c57650a,d6590267-9777-4f6d-8e10-bba8020d9883,2014-07-23T07:27:16Z,100.657,3.6417
22a8810b-f962-4d81-bc42-39dccc46679d,fbb04d6f-1d15-4a91-aa9f-4239f1db8399,2014-07-23T05:59:40Z,101.0288,2.7902
22c0c16f-b8d4-49ce-af19-a4f96ddc004e,a0e0eac7-0052-4dd5-8076-cb9ba1b36f7b,2014-07-23T08:22:43Z,100.5593,3.261
2353e0b7-fb67-4696-b6aa-00616566c4e3,104bc41a-012b-492a-9b06-a79c0a64dfc9,2014-07-23T06:53:39Z,100.5638,3.221
235e3119-2ab9-4e36-ace7-601b63c2c075,9442de98-f1d2-4c5e-8075-b19c1b5bc678,2014-07-23T06:33:20Z,100.6155,3.134
23662087-b6d1-42cf-b117-e33f440a0168,284267b8-9610-468f-86cd-2121b45f29b6,2014-07-23T07:05:47Z,100.5238,3.6959
236625e8-b40c-435a-8365-9fe0ddce6901,8765cd1a-d4be-4d2c-a5f5-0d8e75135f2e,2014-07-23T07:17:27Z,100.2201,3.5366
23a902e4-fa35-4e9d-a58c-538e66273ae5,04f5b843-20ab-4846-91e3-0698b2d00917,2014-07-23T05:34:55Z,100.3296,3.417
23ca8483-7fc9-428c-8a1d-88ef2aefff41,4dc995f8-067e-4344-9d8d-e34a1217d1d2,2014-07-23T08:03:30Z,100.2789,3.3081
248c21da-8da6-4d69-9e97-a8cd088aaafe,2d30d16b-50d0-482b-bc8a-134cf93aaf83,2014-07-23T06:26:37Z,100.5879,3.4261
2492e4eb-2a6e-4092-8563-abec653bb4d4,1b320596-fb74-4fa1-8fe4-6b29b93d3a65,2014-07-23T07:02:23Z,100.916,2.8825
249c900b-3df1-4bd8-af05-590fe6034e2b,5ec2459d-ac2b-4602-bab4-c68bb43c67d4,2014-07-23T08:08:29Z,100.7425,3.0782
24b7f38d-323f-496b-8595-df47f5adb355,e8c00d08-45cc-437d-ba02-b0c3b29147a8,2014-07-23T06:19:35Z,100.5161,3.6352
25630268-78ee-43eb-a7be-f8007c3ba580,2ee72213-77d2-4158-ad9d-a06d7694aa54,2014-07-23T08:22:45Z,100.4472,3.2959
256d0983-1f1d-47aa-9785-cf8d16649a7b,7e493a8c-81e8-475a-8d83-a32b4323c6ce,2014-07-23T08:44:52Z,100.1981,3.6618
25ce328c-3965-4dfc-9d4c-680f8102f99e,88c8d8ef-17b9-485b-a05b-708c35ae2300,2014-07-23T06:07:36Z,100.4103,3.3893
25f92719-c1a4-43d5-aa32-0d3c33c2aff1,76ffbad2-f375-4ea8-bce0-8d6e527fbf99,2014-07-23T06:33:44Z,100.8152,3.0164
26186c51-257c-4e9d-ae4a-c308b102c67a,8189676a-8088-4887-a726-cf5e3e7c3c7f,2014-07-23T05:02:10Z,100.4533,3.3073
26186c51-257c-4e9d-ae4a-c308b102c67a,baa3e98d-8b99-4f9b-9717-4623731aceec,2014-07-23T05:03:04Z,100.4497,3.3102
26186c51-257c-4e9d-ae4a-c308b102c67a,86b0d219-9e01-4f32-a8db-7c80696ac57c,2014-07-23T05:06:59Z,100.4348,3.3227
26186c51-257c-4e9d-ae4a-c308b102c67a,31fc02ee-9cc1-4faa-a417-4332f282d041,2014-07-23T05:07:17Z,100.4335,3.3237
26186c51-257c-4e9d-ae4a-c308b102c67a,b5e54e49-9688-4ffe-9e6a-dd666d408ac8,2014-07-23T05:08:52Z,100.4275,3.3289
