eid,oid,time,lng,lat
015581f6-5fb4-480b-a1a3-6a7e882d987e,2ea53b75-2d2d-45d6-ade5-8b9b0d2405cd,2014-07-23T07:42:53Z,100.6567,3.168
015581f6-5fb4-480b-a1a3-6a7e882d987e,95e810eb-e430-40b1-94fe-3c0a7490da79,2014-07-23T07:43:44Z,100.6546,3.17
015581f6-5fb4-480b-a1a3-6a7e882d987e,87c7dab8-cc05-4519-8952-ccadd81be171,2014-07-23T07:46:46Z,100.6473,3.1769
015581f6-5fb4-480b-a1a3-6a7e882d987e,65bf5d49-dfdb-4600-a7f5-8edc984f1ca5,2014-07-23T07:46:55Z,100.6469,3.1773
015581f6-5fb4-480b-a1a3-6a7e882d987e,a2e7df6d-7407-4a6e-97d7-078642adfe58,2014-07-23T07:47:04Z,100.6466,3.1776
015581f6-5fb4-480b-a1a3-6a7e882d987e,b976c3eb-1e49-45b7-a1d3-6b974f593513,2014-07-23T07:47:57Z,100.6446,3.1797
015581f6-5fb4-480b-a1a3-6a7e882d987e,d14a6769-0f01-4eab-ae8b-7cd2487b01db,2014-07-23T07:49:14Z,100.6414,3.1827
015581f6-5fb4-480b-a1a3-6a7e882d987e,64df6eee-009b-4949-a13d-fef0970c54c7,2014-07-23T07:50:17Z,100.639,3.1851
015581f6-5fb4-480b-a1a3-6a7e882d987e,1894c778-ad13-4eb2-88d2-57673c508e4f,2014-07-23T07:51:23Z,100.6363,3.1877
015581f6-5fb4-480b-a1a3-6a7e882d987e,5d79be4f-e1a5-4ab0-8022-a4ad917786f7,2014-07-23T07:52:07Z,100.6347,3.1894
015581f6-5fb4-480b-a1a3-6a7e882d987e,b5e6fecf-6c4c-4abb-91e6-9971cac6646f,2014-07-23T07:55:04Z,100.6273,3.1963
015581f6-5fb4-480b-a1a3-6a7e882d987e,7c2ae041-b3c7-4996-b90c-427927f79f15,2014-07-23T07:55:24Z,100.6265,3.1971
015581f6-5fb4-480b-a1a3-6a7e882d987e,93595954-e97c-4ad6-93b6-7c2fd066aeae,2014-07-23T07:56:05Z,100.6248,3.1986
015581f6-5fb4-480b-a1a3-6a7e882d987e,b00f2832-a7f9-483d-ad41-92d6732fa170,2014-07-23T07:56:12Z,100.6244,3.1989
015581f6-5fb4-480b-a1a3-6a7e882d987e,b91a24da-96f9-492f-8c2f-43a6735a8107,2014-07-23T07:57:24Z,100.6216,3.2017
015581f6-5fb4-480b-a1a3-6a7e882d987e,5f57ab0d-32a8-4758-97e5-88e5a815ac7b,2014-07-23T07:58:34Z,100.6188,3.2044
015581f6-5fb4-480b-a1a3-6a7e882d987e,3535b0c6-476f-4d2b-84d7-47bc87b1ce2d,2014-07-23T08:00:34Z,100.6139,3.2091
015581f6-5fb4-480b-a1a3-6a7e882d987e,5c0de7fd-618e-4480-a6fc-581489c2e017,2014-07-23T08:01:33Z,100.6115,3.2114
015581f6-5fb4-480b-a1a3-6a7e882d987e,39cc52cb-afd5-43b9-8d07-d1a04a30e8c3,2014-07-23T08:11:42Z,100.5867,3.2356
015581f6-5fb4-480b-a1a3-6a7e882d987e,9db5775c-5110-43c6-b2ca-6ef049deacb2,2014-07-23T08:12:14Z,100.5854,3.2369
015581f6-5fb4-480b-a1a3-6a7e882d987e,3ed67bfd-7216-4fc0-a10a-a9bba2475b51,2014-07-23T08:13:25Z,100.5826,3.2396
015581f6-5fb4-480b-a1a3-6a7e882d987e,08001ac9-8f25-4826-8a31-1374b2c579da,2014-07-23T08:16:53Z,100.5741,3.2479
015581f6-5fb4-480b-a1a3-6a7e882d987e,00c881ac-a334-4679-bfa8-fb8afcd2ee0e,2014-07-23T08:18:25Z,100.5704,3.2515
015581f6-5fb4-480b-a1a3-6a7e882d987e,1d0414dd-f6ce-4451-b27c-e20faec0c852,2014-07-23T08:18:34Z,100.57,3.2519
015581f6-5fb4-480b-a1a3-6a7e882d987e,9775a4c6-05ba-402b-ad2e-ffcb1bd850b6,2014-07-23T08:18:54Z,100.5692,3.2526
015581f6-5fb4-480b-a1a3-6a7e882d987e,fec224cf-17cb-484a-aa38-e5c2c850807d,2014-07-23T08:19:14Z,100.5683,3.2534
015581f6-5fb4-480b-a1a3-6a7e882d987e,267760bd-9e8a-4d59-9486-d0d42c3d12c3,2014-07-23T08:19:25Z,100.5678,3.2538
015581f6-5fb4-480b-a1a3-6a7e882d987e,c55e4a86-4700-4d83-9af1-6a619fe5d668,2014-07-23T08:21:14Z,100.5632,3.2578
015581f6-5fb4-480b-a1a3-6a7e882d987e,c5044531-60a4-4185-bd61-c18c048e197a,2014-07-23T08:23:05Z,100.5584,3.2617
015581f6-5fb4-480b-a1a3-6a7e882d987e,10e29f4f-ae9d-44d3-8f83-1143d9bb17ca,2014-07-23T08:23:45Z,100.5567,3.2631
015581f6-5fb4-480b-a1a3-6a7e882d987e,3c544aed-10a3-454c-a965-210c2ec7e775,2014-07-23T08:23:55Z,100.5562,3.2635
015581f6-5fb4-480b-a1a3-6a7e882d987e,4b716ee7-f0a0-4f3e-994f-6855c5ca7ac0,2014-07-23T08:25:33Z,100.552,3.2671
015581f6-5fb4-480b-a1a3-6a7e882d987e,f6305b4d-1308-48ef-a27b-cbba30846750,2014-07-23T08:26:33Z,100.5492,3.2689
015581f6-5fb4-480b-a1a3-6a7e882d987e,8f16987a-1d15-479d-813e-cb83f0b60dba,2014-07-23T08:32:55Z,100.5314,3.281
015581f6-5fb4-480b-a1a3-6a7e882d987e,7adc5cc6-bfac-4984-bbdc-29498cc7353d,2014-07-23T08:34:15Z,100.5277,3.2837
015581f6-5fb4-480b-a1a3-6a7e882d987e,636ed298-c34b-48db-8867-ad2e7f812d1e,2014-07-23T08:34:55Z,100.5258,3.2851
015581f6-5fb4-480b-a1a3-6a7e882d987e,faa87be3-94ba-4277-b95f-a689687bce2a,2014-07-23T08:35:03Z,100.5254,3.2854
015581f6-5fb4-480b-a1a3-6a7e882d987e,38cbd8ee-8dae-4341-beae-843d4b011a2d,2014-07-23T08:36:53Z,100.5202,3.289
015581f6-5fb4-480b-a1a3-6a7e882d987e,37895778-3247-41dd-9a60-dd23cb54c0a4,2014-07-23T08:38:25Z,100.5158,3.2919
015581f6-5fb4-480b-a1a3-6a7e882d987e,39d13055-0acf-4237-a568-cedf7882b515,2014-07-23T08:50:07Z,100.4857,3.3197
015581f6-5fb4-480b-a1a3-6a7e882d987e,366189ce-ee6a-4f84-9c2d-1a7261e9897c,2014-07-23T08:51:14Z,100.483,3.3228
015581f6-5fb4-480b-a1a3-6a7e882d987e,7974c7b6-b3db-46f7-8162-2fb0e5f0c3f3,2014-07-23T08:54:13Z,100.4763,3.3309
015581f6-5fb4-480b-a1a3-6a7e882d987e,19f67460-c7b5-4507-80cc-ced0c9d5bb6c,2014-07-23T08:54:54Z,100.4747,3.3327
015581f6-5fb4-480b-a1a3-6a7e882d987e,7b1db492-627e-4534-8e67-8e885634cc43,2014-07-23T08:55:23Z,100.4736,3.334
015581f6-5fb4-480b-a1a3-6a7e882d987e,124b1f70-7eeb-4046-b74d-6aee96230109,2014-07-23T08:55:55Z,100.4724,3.3354
015581f6-5fb4-480b-a1a3-6a7e882d987e,031bfaf5-6939-46fa-a44f-9775bea12dca,2014-07-23T08:56:04Z,100.472,3.3359
015581f6-5fb4-480b-a1a3-6a7e882d987e,91ea86bf-4472-4d78-a9c6-ae41f3ae5456,2014-07-23T08:59:05Z,100.4653,3.3439
01ab4dfd-09aa-40ac-9b31-dc99501746da,5c1dcae4-fba5-4a17-8933-1c1384531515,2014-07-23T05:58:02Z,100.7328,3.0365
01c53d92-8eac-4203-9d59-6d31688025b6,970d6087-9536-4f11-acf6-8867d39b95fc,2014-07-23T08:42:43Z,100.578,3.2105
01daa27c-ffec-4aa1-95d4-a45b025da0d4,fba02dff-eeb8-4a4e-802b-9eeee8ffcc99,2014-07-23T06:33:30Z,100.0295,3.5541
01e532ae-b32c-4240-a685-1a2774a9244f,a340a158-077a-48e0-a321-873b9bddff3e,2014-07-23T08:42:12Z,100.1898,3.6712
0229a00c-8ada-484b-be17-cdba13d03ebb,33e49485-a55d-44b8-8c8a-651125c6fe35,2014-07-23T07:32:15Z,100.184,3.7567
027a3170-6bd2-452d-a596-4c819894b59a,671d6971-7fe8-4853-99d2-6a50a5b2a58f,2014-07-23T08:14:06Z,100.6736,3.3206
029ceee6-ccbd-47ae-ba1e-45b08b8e6ec0,a3c62e0b-298b-41e5-a7c4-3067e158fa5f,2014-07-23T08:03:13Z,100.1429,3.7586
02c3ad73-9f7a-4fca-a1f7-f035b16c9af9,c8ce897d-bbdf-4df4-8fdc-45d296fefabb,2014-07-23T07:05:51Z,100.905,2.8944
02e87c55-64f1-4363-8f44-27cd11745d8b,4725dbf7-10ab-414e-aa62-bbc4f641052d,2014-07-23T07:18:51Z,100.6671,3.2416
0302a394-2b2d-496a-8829-54adea0eff73,6d7a3ea8-9e76-4078-b98f-9ce8be0fbf1d,2014-07-23T06:33:24Z,100.5235,3.5032
035dc92b-adc1-4d13-a566-bcb703016f15,7aa943f9-d577-4798-a40b-8690b3b0a41d,2014-07-23T07:43:50Z,100.8381,2.9519
035f3fe0-0b37-485c-b0bd-db10f4398e9c,be44731b-2ef3-4065-9be9-f6f080686e6a,2014-07-23T06:32:38Z,100.8112,3.16
0369194a-140d-4a38-9b0f-283f1781d359,74a12e99-262f-45df-9303-fda3b71df49a,2014-07-23T08:05:10Z,100.8349,3.0017
0383da3f-8c40-4a1b-9449-9c270a7d02da,39dc9041-2655-481f-a54f-b6c5cb57da14,2014-07-23T08:49:01Z,100.1618,3.6309
03889c47-541a-4258-be70-b5a5d967416d,d690459e-e965-46a2-9d32-945a4be2af89,2014-07-23T08:43:39Z,100.3558,3.4497
03b21d1d-c3e3-4690-b915-0f07ee3009cc,3d819661-229c-44d5-944e-8431310e6537,2014-07-23T08:17:47Z,100.565,3.5551
03c876fd-c16d-4b82-9368-72a2bc3cf977,19198832-f035-4a7e-94a7-e8217259c359,2014-07-23T05:01:08Z,100.5051,3.2339
03c876fd-c16d-4b82-9368-72a2bc3cf977,0ae49b1d-4210-45c0-ae98-bba9926ba236,2014-07-23T05:02:30Z,100.5072,3.2316
03c876fd-c16d-4b82-9368-72a2bc3cf977,3d65ee27-a812-4b1f-9bd5-ad6f85851636,2014-07-23T05:05:39Z,100.5129,3.2259
03c876fd-c16d-4b82-9368-72a2bc3cf977,7efe1576-daf5-42c0-a927-f0d6663b003c,2014-07-23T05:10:39Z,100.5222,3.2172
03c876fd-c16d-4b82-9368-72a2bc3cf977,e0371ff4-9445-4b60-8d6c-22417aacad9a,2014-07-23T05:11:48Z,100.5243,3.2153
03c876fd-c16d-4b82-9368-72a2bc3cf977,f4e3852d-49b4-46fc-af36-af430a6b93a7,2014-07-23T05:12:10Z,100.5249,3.2147
03c876fd-c16d-4b82-9368-72a2bc3cf977,e726b590-261f-4ba9-a8f7-7d3d401a9c07,2014-07-23T05:15:09Z,100.5302,3.2099
03c876fd-c16d-4b82-9368-72a2bc3cf977,eba235a2-0502-4905-a813-355feb857dee,2014-07-23T05:17:38Z,100.5344,3.2057
03c876fd-c16d-4b82-9368-72a2bc3cf977,fbce421d-9f7a-46f4-b354-97935b245181,2014-07-23T05:18:02Z,100.5351,3.205
03c876fd-c16d-4b82-9368-72a2bc3cf977,af0881b6-5ebc-44f2-abd0-27d8d77f4cde,2014-07-23T05:21:19Z,100.5406,3.2
03c876fd-c16d-4b82-9368-72a2bc3cf977,44cbe45e-1e9a-4e11-8d7a-bfaa1fb14535,2014-07-23T05:21:38Z,100.5411,3.1995
03c876fd-c16d-4b82-9368-72a2bc3cf977,1d46345a-8b0c-4790-9512-7fe487c07a7f,2014-07-23T05:21:59Z,100.5418,3.199
03c876fd-c16d-4b82-9368-72a2bc3cf977,136c9f49-0394-426f-a21e-46ac859f5607,2014-07-23T05:27:59Z,100.5515,3.1901
03c876fd-c16d-4b82-9368-72a2bc3cf977,e1f585bc-f10d-4978-9b20-96e5e13a6cf3,2014-07-23T05:29:10Z,100.5534,3.1883
